Place,Place_Normalized,Question,Question_Text,Comments,Answer,Points earned,Possible points,Weight,Max possible
Martap '11,Martap,15,Combien de temps après la fin de l'exercice budgétaire les dépenses annuelles finales sont auditées et présentés au public?  ,a.  Des comptes d'audit finals sont publiés au moins six mois après la fin de l'exercice budgétaire. ,,0,0,0,0
Martap '11,Martap,15,Combien de temps après la fin de l'exercice budgétaire les dépenses annuelles finales sont auditées et présentés au public?  ,b.  Des comptes d'audit finals sont publiés pendant 12 mois ou moins (mais plus de six mois) après la fin de l'exercice budgétaire. ,,0,0,0,0
Martap '11,Martap,15,Combien de temps après la fin de l'exercice budgétaire les dépenses annuelles finales sont auditées et présentés au public?  ,"c.  Des comptes d'audit finals sont publiés plus de 12 mois, mais dans les 24 mois qui suivent de la fin de l'exercice budgétaire. ",,0,0,0,0
Martap '11,Martap,15,Combien de temps après la fin de l'exercice budgétaire les dépenses annuelles finales sont auditées et présentés au public?  ,d.  Des comptes d'audit finals ne sont pas accomplis dans les 24 mois à compter de la fin de l'exercice budgétaire ou eux ne sont pas présentés au public. ,,0,0,0,0
Martap '11,Martap,15,Combien de temps après la fin de l'exercice budgétaire les dépenses annuelles finales sont auditées et présentés au public?  ,Pas applicable/autres (svp produire un commentaire). Commentaire : ,1,,,,
Mayo-Baleo,Mayo-Baléo,1,"Documents du budget disponibles.Pour chaque type de document (1-5), choisissez la réponse adéquate (I, II, II or IV). Choisissez seulement une réponse par document en cochant la case qui correspond à la réponse. ",1.  Budget adopté ,,,1,,
Mayo-Baleo,Mayo-Baléo,1,"Documents du budget disponibles.Pour chaque type de document (1-5), choisissez la réponse adéquate (I, II, II or IV). Choisissez seulement une réponse par document en cochant la case qui correspond à la réponse. ",2.  Résumé du Budget ,,,,1,
Mayo-Baleo,Mayo-Baléo,1,"Documents du budget disponibles.Pour chaque type de document (1-5), choisissez la réponse adéquate (I, II, II or IV). Choisissez seulement une réponse par document en cochant la case qui correspond à la réponse. ",3.  Rapport en Milieu dannée,1,,,,
Mayo-Baleo,Mayo-Baléo,1,"Documents du budget disponibles.Pour chaque type de document (1-5), choisissez la réponse adéquate (I, II, II or IV). Choisissez seulement une réponse par document en cochant la case qui correspond à la réponse. ",4.  Rapport de fin dannée ,,,,1,
Mayo-Baleo,Mayo-Baléo,1,"Documents du budget disponibles.Pour chaque type de document (1-5), choisissez la réponse adéquate (I, II, II or IV). Choisissez seulement une réponse par document en cochant la case qui correspond à la réponse. ",5.  Rapport daudit ,1,,,,
Mayo-Baleo,Mayo-Baléo,2,"Pour les rapports de budget qui sont produits et diffusés au public, quelles mesures sont prises pour diffuser ces rapports et pour favoriser l'intérêt du public? Pour chaque rapport produit, répondez  aux questions 1-7 et marquez les cases des colonnes I.-V. « Oui » ou « Non ».",1. Est-ce que la date de sortie est connue au moins un mois à l'avance ?,,,,,
Mayo-Baleo,Mayo-Baléo,2,"Pour les rapports de budget qui sont produits et diffusés au public, quelles mesures sont prises pour diffuser ces rapports et pour favoriser l'intérêt du public? Pour chaque rapport produit, répondez  aux questions 1-7 et marquez les cases des colonnes I.-V. « Oui » ou « Non ».",2. Est-ce que un préavis de la présentation est envoyés aux utilisateurs/ médias ?,1,,,,
Mayo-Baleo,Mayo-Baléo,2,"Pour les rapports de budget qui sont produits et diffusés au public, quelles mesures sont prises pour diffuser ces rapports et pour favoriser l'intérêt du public? Pour chaque rapport produit, répondez  aux questions 1-7 et marquez les cases des colonnes I.-V. « Oui » ou « Non ».",3.  Est-ce que le document est présenté au public le même jour que la présentation officielle aux médias?,,,,,
Mayo-Baleo,Mayo-Baléo,2,"Pour les rapports de budget qui sont produits et diffusés au public, quelles mesures sont prises pour diffuser ces rapports et pour favoriser l'intérêt du public? Pour chaque rapport produit, répondez  aux questions 1-7 et marquez les cases des colonnes I.-V. « Oui » ou « Non ».",4.  Est-ce que le document est disponible sur Internet gratuitement?,,,,,
Mayo-Baleo,Mayo-Baléo,2,"Pour les rapports de budget qui sont produits et diffusés au public, quelles mesures sont prises pour diffuser ces rapports et pour favoriser l'intérêt du public? Pour chaque rapport produit, répondez  aux questions 1-7 et marquez les cases des colonnes I.-V. « Oui » ou « Non ».",5.  Est ce que des copies imprimées sont disponibles gratuitement ?,,1,1,1,1
Mayo-Baleo,Mayo-Baléo,2,"Pour les rapports de budget qui sont produits et diffusés au public, quelles mesures sont prises pour diffuser ces rapports et pour favoriser l'intérêt du public? Pour chaque rapport produit, répondez  aux questions 1-7 et marquez les cases des colonnes I.-V. « Oui » ou « Non ».",6.  Est-ce que une conférence de presse est tenue pour discuter de la parution du document?,1,1,1,1,1
Mayo-Baleo,Mayo-Baléo,2,"Pour les rapports de budget qui sont produits et diffusés au public, quelles mesures sont prises pour diffuser ces rapports et pour favoriser l'intérêt du public? Pour chaque rapport produit, répondez  aux questions 1-7 et marquez les cases des colonnes I.-V. « Oui » ou « Non ».",7.   Est-ce que le document est diffusé par des conseillers municipaux?,1,1,1,1,1
Mayo-Baleo,Mayo-Baléo,3,Quel est le taux des revenus réalisés par rapport aux revenus estimés pendant le dernier exercice? Veuillez se référer aux comptes administratifs de l'année dernière pour répondre à cette question.,a.     Moins de 25% ,,0,0,0,0
Mayo-Baleo,Mayo-Baléo,3,Quel est le taux des revenus réalisés par rapport aux revenus estimés pendant le dernier exercice? Veuillez se référer aux comptes administratifs de l'année dernière pour répondre à cette question.,b.     Entre 25-50% ,,0,0,0,0
Mayo-Baleo,Mayo-Baléo,3,Quel est le taux des revenus réalisés par rapport aux revenus estimés pendant le dernier exercice? Veuillez se référer aux comptes administratifs de l'année dernière pour répondre à cette question.,c.     Entre 50-75% ,1,0,0,0,0
Mayo-Baleo,Mayo-Baléo,3,Quel est le taux des revenus réalisés par rapport aux revenus estimés pendant le dernier exercice? Veuillez se référer aux comptes administratifs de l'année dernière pour répondre à cette question.,d.     Entre 75% 100% ,,0,0,0,0
Mayo-Baleo,Mayo-Baléo,3,Quel est le taux des revenus réalisés par rapport aux revenus estimés pendant le dernier exercice? Veuillez se référer aux comptes administratifs de l'année dernière pour répondre à cette question.,e.     Plus de 100% ,,0,0,0,0
Mayo-Baleo,Mayo-Baléo,3,Quel est le taux des revenus réalisés par rapport aux revenus estimés pendant le dernier exercice? Veuillez se référer aux comptes administratifs de l'année dernière pour répondre à cette question.,Autre (svp produire un commentaire). Commentaire :,,Incivisme fiscal,,,
Mayo-Baleo,Mayo-Baléo,4,Quel est le taux des dépenses réalisés par rapport aux dépenses estimés pendant le dernier exercice? Veuillez se référer aux comptes administratifs de l'année dernière pour répondre à cette question.,a.     Moins de 25% ,,0,0,0,0
Mayo-Baleo,Mayo-Baléo,4,Quel est le taux des dépenses réalisés par rapport aux dépenses estimés pendant le dernier exercice? Veuillez se référer aux comptes administratifs de l'année dernière pour répondre à cette question.,b.     Entre 25-50% ,,0,0,0,0
Mayo-Baleo,Mayo-Baléo,4,Quel est le taux des dépenses réalisés par rapport aux dépenses estimés pendant le dernier exercice? Veuillez se référer aux comptes administratifs de l'année dernière pour répondre à cette question.,c.     Entre 50-75% ,,0,0,0,0
Mayo-Baleo,Mayo-Baléo,4,Quel est le taux des dépenses réalisés par rapport aux dépenses estimés pendant le dernier exercice? Veuillez se référer aux comptes administratifs de l'année dernière pour répondre à cette question.,d.     Entre 75% 100% ,1,0,0,0,0
Mayo-Baleo,Mayo-Baléo,4,Quel est le taux des dépenses réalisés par rapport aux dépenses estimés pendant le dernier exercice? Veuillez se référer aux comptes administratifs de l'année dernière pour répondre à cette question.,e.     Plus de 100% ,,0,0,0,0
Mayo-Baleo,Mayo-Baléo,4,Quel est le taux des dépenses réalisés par rapport aux dépenses estimés pendant le dernier exercice? Veuillez se référer aux comptes administratifs de l'année dernière pour répondre à cette question.,f.      Autre (svp produire un commentaire). Commentaire :,,,,,
Mayo-Baleo,Mayo-Baléo,5,"Est-ce que les documents de budget présentent des informations sur les actifs financiers  (par exemple, les dépôts en banque, dette, parts, etc.) détenu par le Conseil municipal? ","a.  Oui, l'information exhaustive sur les actifs financiers est présentée, y compris une liste des capitaux, une discussion de leur but, et une évaluation de leur valeur marchande. ",1,0,0,0,0
Mayo-Baleo,Mayo-Baléo,5,"Est-ce que les documents de budget présentent des informations sur les actifs financiers  (par exemple, les dépôts en banque, dette, parts, etc.) détenu par le Conseil municipal? ","b.  Oui, l'information est présentée, accentuant l'information clé, avec quelques détails. ",,0,0,0,0
Mayo-Baleo,Mayo-Baléo,5,"Est-ce que les documents de budget présentent des informations sur les actifs financiers  (par exemple, les dépôts en banque, dette, parts, etc.) détenu par le Conseil municipal? ","c.  Non, l'information sur les actifs financiers n'est pas présentée. ",,0,0,0,0
Mayo-Baleo,Mayo-Baléo,5,"Est-ce que les documents de budget présentent des informations sur les actifs financiers  (par exemple, les dépôts en banque, dette, parts, etc.) détenu par le Conseil municipal? ",d.  Pas applicable/autre (svp produire un commentaire). Commentaire:,,,,,
Mayo-Baleo,Mayo-Baléo,6,"Est-ce que les documents de budget présentent des informations sur les actifs non financiers (par exemple  bâtiments, véhicules, etc.) détenus par le Conseil municipal? ","a.  Oui, l'information exhaustive sur les actifs non financiers est présentée, y compris une liste des capitaux, une discussion de leur but, et une évaluation de leur valeur marchande. ",1,0,0,0,0
